family	group	method	percent_ref	avg_BS
family_388	group2 len = 46	Supermatrix-ML	0.828666666666667	0.577739583333333
family_389	group2 len = 46	Supermatrix-ML	0.969	0.70603125
family_390	group2 len = 46	Supermatrix-ML	0.726333333333333	0.5311875
family_391	group2 len = 46	Supermatrix-ML	0.767666666666667	0.429166666666667
family_392	group2 len = 46	Supermatrix-ML	0.772	0.56078125
family_393	group2 len = 46	Supermatrix-ML	0.720666666666667	0.464427083333333
family_394	group2 len = 46	Supermatrix-ML	0.875666666666667	0.53240625
family_395	group2 len = 46	Supermatrix-ML	0.614	0.384354166666667
family_396	group2 len = 46	Supermatrix-ML	0.727666666666667	0.41225
family_397	group2 len = 46	Supermatrix-ML	0.819666666666667	0.49709375
family_398	group2 len = 46	Supermatrix-ML	0.64	0.470541666666667
family_399	group2 len = 46	Supermatrix-ML	0.655666666666667	0.576083333333333
family_400	group2 len = 46	Supermatrix-ML	0.853666666666667	0.6383125
family_401	group1 len = 32	Supermatrix-ML	0.571333333333333	0.347979166666667
family_402	group1 len = 32	Supermatrix-ML	0.726666666666667	0.443583333333333
family_403	group1 len = 32	Supermatrix-ML	0.802333333333333	0.471927083333333
family_404	group1 len = 32	Supermatrix-ML	0.751333333333333	0.355729166666667
family_405	group1 len = 32	Supermatrix-ML	0.935666666666667	0.642104166666667
family_406	group1 len = 32	Supermatrix-ML	0.498333333333333	0.356
family_407	group1 len = 32	Supermatrix-ML	0.545666666666667	0.374875
family_408	group1 len = 32	Supermatrix-ML	0.773666666666667	0.579229166666667
family_409	group1 len = 32	Supermatrix-ML	0.389333333333333	0.396020833333333
family_410	group1 len = 32	Supermatrix-ML	0.448	0.273375
family_411	group1 len = 32	Supermatrix-ML	0.86	0.497729166666667
family_412	group1 len = 32	Supermatrix-ML	0.828	0.463375
family_413	group1 len = 32	Supermatrix-ML	0.745666666666667	0.460864583333333
family_414	group1 len = 32	Supermatrix-ML	0.545	0.394979166666667
family_415	group1 len = 32	Supermatrix-ML	0.602333333333333	0.320614583333333
family_416	group1 len = 32	Supermatrix-ML	0.660333333333333	0.399822916666667
family_417	group1 len = 32	Supermatrix-ML	0.587666666666667	0.536927083333333
family_418	group1 len = 32	Supermatrix-ML	0.808666666666667	0.411770833333333
family_419	group1 len = 32	Supermatrix-ML	0.779333333333333	0.603927083333333
family_420	group1 len = 32	Supermatrix-ML	0.591333333333333	0.537125
family_421	group1 len = 32	Supermatrix-ML	0.699666666666667	0.475260416666667
family_422	group1 len = 32	Supermatrix-ML	0.636333333333333	0.415927083333333
family_423	group1 len = 32	Supermatrix-ML	0.636666666666667	0.421260416666667
family_424	group1 len = 32	Supermatrix-ML	0.63	0.556666666666667
family_425	group1 len = 32	Supermatrix-ML	0.664333333333333	0.465395833333333
family_426	group1 len = 32	Supermatrix-ML	0.744666666666667	0.4338125
family_427	group1 len = 32	Supermatrix-ML	0.748666666666667	0.633447916666667
family_428	group1 len = 32	Supermatrix-ML	0.515333333333333	0.4186875
family_429	group1 len = 32	Supermatrix-ML	0.929	0.563822916666667
family_430	group1 len = 32	Supermatrix-ML	0.673333333333333	0.54425
family_431	group1 len = 32	Supermatrix-ML	0.707666666666667	0.462072916666667
family_432	group1 len = 32	Supermatrix-ML	0.736	0.5151875
family_433	group1 len = 32	Supermatrix-ML	0.561666666666667	0.48028125
family_434	group1 len = 32	Supermatrix-ML	0.695666666666667	0.51809375
family_435	group1 len = 32	Supermatrix-ML	0.847666666666667	0.516572916666667
family_436	group1 len = 32	Supermatrix-ML	0.744333333333333	0.4446875
family_437	group1 len = 32	Supermatrix-ML	0.789	0.499385416666667
family_438	group1 len = 32	Supermatrix-ML	0.621	0.398479166666667
family_439	group1 len = 32	Supermatrix-ML	0.532	0.434072916666667
family_440	group1 len = 32	Supermatrix-ML	0.648333333333333	0.52940625
family_441	group1 len = 32	Supermatrix-ML	0.646666666666667	0.391989583333333
family_442	group1 len = 32	Supermatrix-ML	0.601333333333333	0.427322916666667
family_443	group1 len = 32	Supermatrix-ML	0.658	0.357760416666667
family_444	group1 len = 32	Supermatrix-ML	0.622	0.481197916666667
family_445	group1 len = 32	Supermatrix-ML	0.754666666666667	0.62759375
family_446	group1 len = 32	Supermatrix-ML	0.754	0.448104166666667
family_447	group1 len = 32	Supermatrix-ML	0.768666666666667	0.536864583333333
family_448	group1 len = 32	Supermatrix-ML	0.672	0.54084375
family_449	group1 len = 32	Supermatrix-ML	0.81	0.52240625
family_450	group1 len = 32	Supermatrix-ML	0.806333333333333	0.529364583333333
family_451	group1 len = 32	Supermatrix-ML	0.595333333333333	0.416385416666667
family_452	group1 len = 32	Supermatrix-ML	0.799666666666667	0.50596875
family_453	group1 len = 32	Supermatrix-ML	0.442333333333333	0.255270833333333
family_454	group1 len = 32	Supermatrix-ML	0.92	0.604197916666667
family_455	group1 len = 32	Supermatrix-ML	0.856666666666667	0.463270833333333
family_456	group1 len = 32	Supermatrix-ML	0.623	0.438989583333333
family_457	group1 len = 32	Supermatrix-ML	0.458333333333333	0.426489583333333
family_458	group1 len = 32	Supermatrix-ML	0.709	0.545239583333333
family_459	group1 len = 32	Supermatrix-ML	0.748666666666667	0.392364583333333
family_460	group1 len = 32	Supermatrix-ML	0.579	0.430864583333333
family_461	group1 len = 32	Supermatrix-ML	0.627333333333333	0.423395833333333
family_462	group1 len = 32	Supermatrix-ML	0.636666666666667	0.406489583333333
family_463	group1 len = 32	Supermatrix-ML	0.843666666666667	0.545052083333333
family_464	group1 len = 32	Supermatrix-ML	0.707666666666667	0.446114583333333
family_465	group1 len = 32	Supermatrix-ML	0.651666666666667	0.3886875
family_466	group1 len = 32	Supermatrix-ML	0.638	0.561239583333333
family_467	group1 len = 32	Supermatrix-ML	0.774666666666667	0.534333333333333
family_468	group1 len = 32	Supermatrix-ML	0.665	0.333114583333333
family_469	group1 len = 32	Supermatrix-ML	0.726333333333333	0.576427083333333
family_470	group1 len = 32	Supermatrix-ML	0.303333333333333	0.3335
family_471	group1 len = 32	Supermatrix-ML	0.789333333333333	0.453739583333333
family_472	group1 len = 32	Supermatrix-ML	0.724	0.550802083333333
family_473	group1 len = 32	Supermatrix-ML	0.791666666666667	0.490520833333333
family_474	group1 len = 32	Supermatrix-ML	0.818	0.5291875
family_475	group1 len = 32	Supermatrix-ML	0.729333333333333	0.571802083333333
family_476	group1 len = 32	Supermatrix-ML	0.300333333333333	0.351979166666667
family_477	group1 len = 32	Supermatrix-ML	0.678666666666667	0.526614583333333
family_478	group1 len = 32	Supermatrix-ML	0.791666666666667	0.3619375
family_479	group1 len = 32	Supermatrix-ML	0.815	0.414260416666667
family_480	group1 len = 32	Supermatrix-ML	0.696333333333333	0.5036875
family_481	group1 len = 32	Supermatrix-ML	0.689333333333333	0.468864583333333
family_482	group1 len = 32	Supermatrix-ML	0.773333333333333	0.513239583333333
family_483	group1 len = 32	Supermatrix-ML	0.562333333333333	0.462052083333333
family_484	group1 len = 32	Supermatrix-ML	0.844666666666667	0.39428125
family_485	group1 len = 32	Supermatrix-ML	0.586666666666667	0.50234375
family_486	group1 len = 32	Supermatrix-ML	0.734666666666667	0.530854166666667
family_487	group1 len = 32	Supermatrix-ML	0.669	0.4444375
family_488	group1 len = 32	Supermatrix-ML	0.644	0.535270833333333
family_489	group1 len = 32	Supermatrix-ML	0.924	0.639916666666667
family_490	group1 len = 32	Supermatrix-ML	0.793666666666667	0.44009375
family_491	group1 len = 32	Supermatrix-ML	0.769333333333333	0.471354166666667
family_492	group1 len = 32	Supermatrix-ML	0.473666666666667	0.348979166666667
family_493	group1 len = 32	Supermatrix-ML	0.751666666666667	0.488708333333333
family_494	group1 len = 32	Supermatrix-ML	0.916	0.558333333333333
family_495	group1 len = 32	Supermatrix-ML	0.682	0.485666666666667
family_496	group1 len = 32	Supermatrix-ML	0.663333333333333	0.422583333333333
family_497	group1 len = 32	Supermatrix-ML	0.888	0.491583333333333
family_498	group1 len = 32	Supermatrix-ML	0.615333333333333	0.503
family_499	group1 len = 32	Supermatrix-ML	0.599333333333333	0.382135416666667
family_500	group1 len = 32	Supermatrix-ML	0.815333333333333	0.571760416666667
